id,no_kendaraan,jenis_kendaraan,gedung,hari,masuk,keluar,jam,menit,selisih
,G 5760 AZ,MOTOR,gedung_pusat,pertama,11:25,11:55,0,30,30
,K 3387 QS,MOTOR,gedung_pusat,pertama,11:25,11:55,0,30,30
,H 9128 PC,MOBIL,gedung_pusat,pertama,11:27,11:55,0,28,28
,K 6093 HG,MOTOR,gedung_pusat,pertama,11:27,11:55,0,28,28
,B 3562 EKJ,MOTOR,gedung_pusat,pertama,11:28,11:55,0,27,27
,H 2226 AUD,MOTOR,gedung_pusat,pertama,11:28,11:55,0,27,27
,K 4886 EW,MOTOR,gedung_pusat,pertama,11:30,11:55,0,25,25
,K 5210 ZG,MOTOR,gedung_pusat,pertama,11:30,11:58,0,28,28
,D 4493 UCA,MOTOR,gedung_pusat,pertama,11:32,11:58,0,26,26
,H 4687 CH,MOTOR,gedung_pusat,pertama,11:33,11:58,0,25,25
,H 3410 AEG,MOTOR,gedung_pusat,pertama,11:35,11:58,0,23,23
,H 3101 CH,MOTOR,gedung_pusat,pertama,11:35,11:59,0,24,24
,H 2601 ADE,MOTOR,gedung_pusat,pertama,11:38,12:00,0,22,22
,H 2120 KU,MOTOR,gedung_pusat,pertama,11:39,12:00,0,21,21
,H 2730 AMD,MOTOR,gedung_pusat,pertama,11:40,12:00,0,20,20
,H 6993 KQ,MOTOR,gedung_pusat,pertama,11:41,12:00,0,19,19
,R 3151 UE,MOTOR,gedung_pusat,pertama,11:41,12:01,0,20,20
,K 4586 DJ,MOTOR,gedung_pusat,pertama,11:42,12:35,0,53,53
,G 2706 AP,MOTOR,gedung_pusat,pertama,11:42,12:35,0,53,53
,AD 2574 O,MOTOR,gedung_pusat,pertama,11:42,12:35,0,53,53
,K 4732 ZU,MOTOR,gedung_pusat,pertama,11:45,12:35,0,50,50
,H 2056 AHD,MOTOR,gedung_pusat,pertama,11:45,12:37,0,52,52
,G 4755 GV,MOTOR,gedung_pusat,pertama,11:45,12:37,0,52,52
,H 2152 AED,MOTOR,gedung_pusat,pertama,11:45,12:37,0,52,52
,H 6482 BDE,MOTOR,gedung_pusat,pertama,11:46,12:37,0,51,51
,K 2996 TU,MOTOR,gedung_pusat,pertama,11:47,12:38,0,51,51
,H 4103 KA,MOTOR,gedung_pusat,pertama,11:48,12:39,0,51,51
,K 2587 QL ,MOTOR,gedung_pusat,pertama,11:48,12:40,0,52,52
,H 3306 NH,MOTOR,gedung_pusat,pertama,11:49,12:40,0,51,51
,G 5840 TL,MOTOR,gedung_pusat,pertama,11:50,12:40,0,50,50
,H 4311 NH,MOTOR,gedung_pusat,pertama,11:52,12:40,0,48,48
,G 2535 FK,MOTOR,gedung_pusat,pertama,11:54,12:40,0,46,46
,H 4217 AFG,MOTOR,gedung_pusat,pertama,11:55,12:41,0,46,46
,K 5197 OJ,MOTOR,gedung_pusat,pertama,11:56,12:41,0,45,45
,H 4873 PM,MOTOR,gedung_pusat,pertama,11:56,12:44,0,48,48
,K 6988 IC,MOTOR,gedung_pusat,pertama,12:00,12:46,0,46,46
,H 4701 ACP,MOTOR,gedung_pusat,pertama,12:00,12:46,0,46,46
,H 2481 AYD,MOTOR,gedung_pusat,pertama,12:01,12:46,0,45,45
,H 4685 CH,MOTOR,gedung_pusat,pertama,12:02,12:48,0,46,46
,K 2045 CY,MOTOR,gedung_pusat,pertama,12:05,12:48,0,43,43
,G 3575 BAG,MOTOR,gedung_pusat,pertama,12:05,12:52,0,47,47
,H 6320 FA,MOTOR,gedung_pusat,pertama,12:05,12:52,0,47,47
,H 6074 KU,MOTOR,gedung_pusat,pertama,12:05,12:52,0,47,47
,H 5459 FH,MOTOR,gedung_pusat,pertama,12:10,12:52,0,42,42
,G 8916 KB,MOBIL,gedung_pusat,pertama,12:10,12:53,0,43,43
,R 6781 NW,MOTOR,gedung_pusat,pertama,12:10,12:53,0,43,43
,H 3259 CA,MOTOR,gedung_pusat,pertama,12:10,12:53,0,43,43
,H 7118 VY,MOBIL,gedung_pusat,pertama,12:11,12:54,0,43,43
,H 5465 RQ,MOTOR,gedung_pusat,pertama,12:12,12:54,0,42,42
,H 5414 AZC,MOTOR,gedung_pusat,pertama,12:14,12:54,0,40,40
,K 4717 HG,MOTOR,gedung_pusat,pertama,12:14,12:55,0,41,41
,K 5119 AFC,MOTOR,gedung_pusat,pertama,12:14,12:55,0,41,41
,H 5365 VH,MOTOR,gedung_pusat,pertama,12:16,12:55,0,39,39
,B 1093 VKJ,MOBIL,gedung_pusat,pertama,12:20,12:55,0,35,35
,H 9241 ZR,MOBIL,gedung_pusat,pertama,12:20,12:56,0,36,36
,K 3715 HS,MOTOR,gedung_pusat,pertama,12:20,12:57,0,37,37
,K 4932 VP,MOTOR,gedung_pusat,pertama,12:21,12:57,0,36,36
,H 4486 VZ,MOTOR,gedung_pusat,pertama,12:22,12:57,0,35,35
,AA 6540 OE,MOTOR,gedung_pusat,pertama,12:22,13:26,60,4,64
,H 6411 AHD,MOTOR,gedung_pusat,pertama,12:24,13:27,60,3,63
,R 6760 GT,MOTOR,gedung_pusat,pertama,12:24,13:27,60,3,63
,H 2235 ZN,MOTOR,gedung_pusat,pertama,12:24,13:28,60,4,64
,H 5105 CG,MOTOR,gedung_pusat,pertama,12:25,13:29,60,4,64
,H 3345 AED,MOTOR,gedung_pusat,pertama,12:25,13:29,60,4,64
,K 5917 GU,MOTOR,gedung_pusat,pertama,12:25,13:32,60,7,67
,K 2428 OQ,MOTOR,gedung_pusat,pertama,12:25,13:33,60,8,68
,K 6619 ADC,MOTOR,gedung_pusat,pertama,12:26,13:33,60,7,67
,G 2488 UW,MOTOR,gedung_pusat,pertama,12:27,13:34,60,7,67
,K 2050 AEB,MOTOR,gedung_pusat,pertama,12:27,13:34,60,7,67
,AA 5878 WV,MOTOR,gedung_pusat,pertama,12:28,13:34,60,6,66
,H 5186 SZ,MOTOR,gedung_pusat,pertama,12:29,13:34,60,5,65
,K 4887 GL,MOTOR,gedung_pusat,pertama,12:29,13:36,60,7,67
,H 4590 LA,MOTOR,gedung_pusat,pertama,12:29,13:40,60,11,71
,H 6454 AAE,MOTOR,gedung_pusat,pertama,12:30,13:40,60,10,70
,H 4734 WF,MOTOR,gedung_pusat,pertama,12:33,13:41,60,8,68
,H 2114 BY,MOTOR,gedung_pusat,pertama,12:34,13:43,60,9,69
,H 5989 AJ,MOTOR,gedung_pusat,pertama,12:34,13:43,60,9,69
,K 5568 WS,MOTOR,gedung_pusat,pertama,12:35,13:44,60,9,69
,K 2049 TM,MOTOR,gedung_pusat,pertama,12:35,13:44,60,9,69
,K 6872 TV,MOTOR,gedung_pusat,pertama,12:35,13:44,60,9,69
,K 6144 AWC,MOTOR,gedung_pusat,pertama,12:36,13:47,60,11,71
,H 5343 BS,MOTOR,gedung_pusat,pertama,12:36,13:47,60,11,71
,K 5686 LW,MOTOR,gedung_pusat,pertama,12:36,13:47,60,11,71
,K 4019 EW,MOTOR,gedung_pusat,pertama,12:36,13:47,60,11,71
,K 2755 ZM,MOTOR,gedung_pusat,pertama,12:37,13:48,60,11,71
,H 2816 WC,MOTOR,gedung_pusat,pertama,12:37,13:49,60,12,72
,K 5549 CM,MOTOR,gedung_pusat,pertama,12:37,13:49,60,12,72
,K 6859 JG,MOTOR,gedung_pusat,pertama,12:37,13:49,60,12,72
,G 4691 I,MOTOR,gedung_pusat,pertama,12:40,13:49,60,9,69
,H 2382 AA,MOTOR,gedung_pusat,pertama,12:40,13:50,60,10,70
,K 5285 PP,MOTOR,gedung_pusat,pertama,12:40,13:50,60,10,70
,H 4535 ZZ,MOTOR,gedung_pusat,pertama,12:40,13:50,60,10,70
,G 3813 ZL,MOTOR,gedung_pusat,pertama,12:41,13:51,60,10,70
,K 4249 GR,MOTOR,gedung_pusat,pertama,12:41,13:51,60,10,70
,H 5070 DA,MOTOR,gedung_pusat,pertama,12:41,13:52,60,11,71
,H 3465 YH,MOTOR,gedung_pusat,pertama,12:42,13:53,60,11,71
,R 5611 MC,MOTOR,gedung_pusat,pertama,12:42,13:53,60,11,71
,H 5833 TO,MOTOR,gedung_pusat,pertama,12:42,13:54,60,12,72
,H 2799 LW,MOTOR,gedung_pusat,pertama,12:42,13:54,60,12,72
,H 6188 YU,MOTOR,gedung_pusat,pertama,12:45,13:54,60,9,69
,H 2504 QU,MOTOR,gedung_pusat,pertama,12:45,13:55,60,10,70
,H 5464 AAE,MOTOR,gedung_pusat,pertama,12:45,13:55,60,10,70
,H 6512 AAD,MOTOR,gedung_pusat,pertama,12:45,13:56,60,11,71
,G 6524 HH,MOTOR,gedung_pusat,pertama,12:45,13:56,60,11,71
,AA 3378 QF,MOTOR,gedung_pusat,pertama,12:45,13:58,60,13,73
,H 5073 MA,MOTOR,gedung_pusat,pertama,12:45,13:58,60,13,73
,H 2370 AAW,MOTOR,gedung_pusat,pertama,12:46,13:50,60,4,64
,K 3004 GS,MOTOR,gedung_pusat,pertama,12:46,13:58,60,12,72
,G 2971 UL,MOTOR,gedung_pusat,pertama,12:46,13:59,60,13,73
,H 3558 LU,MOTOR,gedung_pusat,pertama,12:46,14:00,60,14,74
,H 4584 JP,MOTOR,gedung_pusat,pertama,12:47,13:02,0,15,15
,G 6323 MB,MOTOR,gedung_pusat,pertama,12:47,13:02,0,15,15
,H 5597 PF,MOTOR,gedung_pusat,pertama,12:47,13:02,0,15,15
,H 4166 AGW,MOTOR,gedung_pusat,pertama,12:47,13:10,0,23,23
,G 3719 AEG,MOTOR,gedung_pusat,pertama,12:47,13:10,0,23,23
,G 2843 YW,MOTOR,gedung_pusat,pertama,12:47,13:10,0,23,23
,H 3340 HA,MOTOR,gedung_pusat,pertama,12:48,13:11,0,23,23
,K 2628 OL,MOTOR,gedung_pusat,pertama,12:48,13:12,0,24,24
,G 6473 UI,MOTOR,gedung_pusat,pertama,12:48,13:13,0,25,25
,K 6355 E,MOTOR,gedung_pusat,pertama,12:48,13:14,0,26,26
,G 2952 VW,MOTOR,gedung_pusat,pertama,12:48,13:15,0,27,27
,G 6383 VL,MOTOR,gedung_pusat,pertama,12:48,13:15,0,27,27
,K 5782 WR,MOTOR,gedung_pusat,pertama,12:48,13:15,0,27,27
,H 5388 APD,MOTOR,gedung_pusat,pertama,12:48,13:16,0,28,28
,K 2572 KU,MOTOR,gedung_pusat,pertama,12:48,13:16,0,28,28
,H 3361 DU,MOTOR,gedung_pusat,pertama,12:49,13:16,0,27,27
,H 5792 ADE,MOTOR,gedung_pusat,pertama,12:49,13:16,0,27,27
,K 5993 BJ,MOTOR,gedung_pusat,pertama,12:49,13:18,0,29,29
,K 3920 BU,MOTOR,gedung_pusat,pertama,12:49,13:19,0,30,30
,H 4212 KH,MOTOR,gedung_pusat,pertama,12:49,13:19,0,30,30
,K 4184 YQ,MOTOR,gedung_pusat,pertama,12:49,13:20,0,31,31
,K 2500 US,MOTOR,gedung_pusat,pertama,12:49,13:20,0,31,31
,K 5232 WZ,MOTOR,gedung_pusat,pertama,12:49,13:21,0,32,32
,K 3774 YG,MOTOR,gedung_pusat,pertama,12:49,13:21,0,32,32
,K 4886 EW,MOTOR,gedung_pusat,pertama,12:49,13:21,0,32,32
,H 5295 ZQ,MOTOR,gedung_pusat,pertama,12:49,13:24,0,35,35
,G 5145 TL,MOTOR,gedung_pusat,pertama,12:51,13:24,0,33,33
,H 4807 ATD,MOTOR,gedung_pusat,pertama,12:52,13:25,0,33,33
,H 6410 AGE,MOTOR,gedung_pusat,pertama,12:53,15:00,120,7,127
,K 4616 TM,MOTOR,gedung_pusat,pertama,12:53,15:00,120,7,127
,R 4874 AW,MOTOR,gedung_pusat,pertama,12:54,15:00,120,6,126
,K 3453 BG,MOTOR,gedung_pusat,pertama,12:54,15:01,120,7,127
,K 4822 IU,MOTOR,gedung_pusat,pertama,12:55,15:10,120,15,135
,G 6183 DAD,MOTOR,gedung_pusat,pertama,12:55,15:10,120,15,135
,K 5095 FI,MOTOR,gedung_pusat,pertama,12:55,15:03,120,8,128
,B 6419 GOP,MOTOR,gedung_pusat,pertama,12:55,15:03,120,8,128
,K 2978 ZZ,MOTOR,gedung_pusat,pertama,12:56,15:06,120,10,130
,K 3744 LK,MOTOR,gedung_pusat,pertama,12:59,15:12,120,13,133
,K 5687 NC,MOTOR,gedung_pusat,pertama,12:59,15:12,120,13,133
,K 3999 MM,MOTOR,gedung_pusat,pertama,13:00,14:30,60,30,90
,K 2392 CS,MOTOR,gedung_pusat,pertama,13:00,15:20,120,20,140
,G 3602 UW,MOTOR,gedung_pusat,pertama,13:01,14:59,60,58,118
,K 5905 ARC,MOTOR,gedung_pusat,pertama,13:01,14:39,60,38,98
,K 6052 AAB,MOTOR,gedung_pusat,pertama,13:03,13:27,0,24,24
,H 2415 TU,MOTOR,gedung_pusat,pertama,13:03,13:28,0,25,25
,K 5362 UP,MOTOR,gedung_pusat,pertama,13:04,13:29,0,25,25
,H 6131 LW,MOTOR,gedung_pusat,pertama,13:04,13:29,0,25,25
,H 2482 ZY,MOTOR,gedung_pusat,pertama,13:05,13:32,0,27,27
,H 9301 MF,MOBIL,gedung_pusat,pertama,13:07,13:33,0,26,26
,K 5226 OZ,MOTOR,gedung_pusat,pertama,13:07,13:33,0,26,26
,K 3744 LK,MOTOR,gedung_pusat,pertama,13:07,13:34,0,27,27
,H 7130 XX,MOBIL,gedung_pusat,pertama,13:08,13:34,0,26,26
,H 4690 CF,MOTOR,gedung_pusat,pertama,13:09,13:34,0,25,25
,AA 2539 HV,MOTOR,gedung_pusat,pertama,13:09,13:34,0,25,25
,H 3206 ADW,MOTOR,gedung_pusat,pertama,13:10,13:36,0,26,26
,K 6541 AL,MOTOR,gedung_pusat,pertama,13:11,13:40,0,29,29
,K 5664 EU,MOTOR,gedung_pusat,pertama,13:11,13:40,0,29,29
,H 5748 ZH,MOTOR,gedung_pusat,pertama,13:11,13:41,0,30,30
,G 5856 RM,MOTOR,gedung_pusat,pertama,13:12,13:43,0,31,31
,G 2406 VC,MOTOR,gedung_pusat,pertama,13:13,13:43,0,30,30
,H 5528 VF,MOTOR,gedung_pusat,pertama,13:14,13:44,0,30,30
,G 2460 SL,MOTOR,gedung_pusat,pertama,13:15,13:44,0,29,29
,H 3198 AW,MOTOR,gedung_pusat,pertama,13:15,13:44,0,29,29
,K 4410 CU,MOTOR,gedung_pusat,pertama,13:15,13:47,0,32,32
,K 4332 UJ,MOTOR,gedung_pusat,pertama,13:16,13:47,0,31,31
,H 5291 ADW,MOTOR,gedung_pusat,pertama,13:16,13:47,0,31,31
,K 6855 AW,MOTOR,gedung_pusat,pertama,13:16,13:47,0,31,31
,G 4039 UN,MOTOR,gedung_pusat,pertama,13:16,13:48,0,32,32
,H 4610 QJ,MOTOR,gedung_pusat,pertama,13:16,13:49,0,33,33
,H 3245 EL,MOTOR,gedung_pusat,pertama,13:16,13:49,0,33,33
,H 6743 MC,MOTOR,gedung_pusat,pertama,13:16,13:49,0,33,33
,K 5567 BE ,MOTOR,gedung_pusat,pertama,13:16,13:49,0,33,33
,K 5271 ZM,MOTOR,gedung_pusat,pertama,13:16,13:50,0,34,34
,K 2462 JU,MOTOR,gedung_pusat,pertama,13:16,13:50,0,34,34
,H 2353 BS,MOTOR,gedung_pusat,pertama,13:17,13:50,0,33,33
,H 3457 LG,MOTOR,gedung_pusat,pertama,13:17,13:51,0,34,34
,G 3727 LZ,MOTOR,gedung_pusat,pertama,13:18,13:51,0,33,33
,K 2149 CJ,MOTOR,gedung_pusat,pertama,13:19,13:52,0,33,33
,K 3048 YU,MOTOR,gedung_pusat,pertama,13:19,13:53,0,34,34
,K 4019 EW,MOTOR,gedung_pusat,pertama,13:20,13:53,0,33,33
,K 4116 PM,MOTOR,gedung_pusat,pertama,13:20,13:54,0,34,34
,K 3651 WD,MOTOR,gedung_pusat,pertama,13:20,13:54,0,34,34
,H 5281 ZG,MOTOR,gedung_pusat,pertama,13:20,13:54,0,34,34
,H 5507 FJ,MOTOR,gedung_pusat,pertama,13:20,13:55,0,35,35
,H 3444 ATE,MOTOR,gedung_pusat,pertama,13:21,13:55,0,34,34
,H 2953 ZY,MOTOR,gedung_pusat,pertama,13:21,13:56,0,35,35
,H 6717 NV,MOTOR,gedung_pusat,pertama,13:27,13:56,0,29,29
,H 2496 LP,MOTOR,gedung_pusat,pertama,13:27,13:58,0,31,31
,H 3259 CA,MOTOR,gedung_pusat,pertama,13:27,13:58,0,31,31
,H 2763 JN,MOTOR,gedung_pusat,pertama,13:27,14:58,60,31,91
,H 2440 FP,MOTOR,gedung_pusat,pertama,13:27,15:58,120,31,151
,H 5759 KA,MOTOR,gedung_pusat,pertama,13:27,16:58,180,31,211
,K 2068 ML,MOTOR,gedung_pusat,pertama,13:27,13:54,0,27,27
,H 4788 ZP,MOTOR,gedung_pusat,pertama,13:27,13:55,0,28,28
,H 2594 BG,MOTOR,gedung_pusat,pertama,13:28,13:55,0,27,27
,K 6187 DM,MOTOR,gedung_pusat,pertama,13:28,13:56,0,28,28
,K 3812 I,MOTOR,gedung_pusat,pertama,13:28,13:56,0,28,28
,K 6995 AFC,MOTOR,gedung_pusat,pertama,13:28,13:58,0,30,30
,H 3827 KZ,MOTOR,gedung_pusat,pertama,13:28,13:58,0,30,30
,K 4732 ZU,MOTOR,gedung_pusat,pertama,13:29,13:50,0,21,21
,H 3776 AID,MOTOR,gedung_pusat,pertama,13:29,13:58,0,29,29
,G 2432 UM,MOTOR,gedung_pusat,pertama,13:30,13:59,0,29,29
,R 2631 MM,MOTOR,gedung_pusat,pertama,13:30,14:00,0,30,30
,H 4247 DJ,MOTOR,gedung_pusat,pertama,13:31,15:00,60,29,89
,H 3442 AEE,MOTOR,gedung_pusat,pertama,13:33,13:56,0,23,23
,H 4798 PJ,MOTOR,gedung_pusat,pertama,13:35,13:58,0,23,23
,K 4115 CU,MOTOR,gedung_pusat,pertama,13:35,13:58,0,23,23
,K 5414 AAE,MOTOR,gedung_pusat,pertama,13:35,13:50,0,15,15
,K 4243 FU,MOTOR,gedung_pusat,pertama,13:35,14:50,60,15,75
,H 3507 GL,MOTOR,gedung_pusat,pertama,13:37,13:54,0,17,17
,H 5807 UZ,MOTOR,gedung_pusat,pertama,13:37,13:55,0,18,18
,H 4034 OS,MOTOR,gedung_pusat,pertama,13:37,13:55,0,18,18
,H 5364 BP,MOTOR,gedung_pusat,pertama,13:37,13:56,0,19,19
,K 6188 PO,MOTOR,gedung_pusat,pertama,13:38,14:56,60,18,78
,H 3168 NC,MOTOR,gedung_pusat,pertama,13:39,13:50,0,11,11
,G 8470 KM,MOBIL,gedung_pusat,pertama,13:40,14:47,60,7,67
,H 4896 AWE,MOTOR,gedung_pusat,pertama,13:40,13:59,0,19,19
,K 5712 HY,MOTOR,gedung_pusat,pertama,13:41,14:00,0,19,19
,H 3970 FH,MOTOR,gedung_pusat,pertama,13:41,15:00,60,19,79
,K 3242 VG,MOTOR,gedung_pusat,pertama,13:41,16:00,120,19,139
,R 5611 MC,MOTOR,gedung_pusat,pertama,13:42,13:58,0,16,16
,K 2049 TM,MOTOR,gedung_pusat,pertama,13:42,13:50,0,8,8
,H 2291 US,MOTOR,gedung_pusat,pertama,13:42,13:58,0,16,16
,H 5098 AKE,MOTOR,gedung_pusat,pertama,13:43,13:59,0,16,16
,G 4419 GT,MOTOR,gedung_pusat,pertama,13:43,14:59,60,16,76
,K 3488 QG,MOTOR,gedung_pusat,pertama,13:43,15:59,120,16,136
,H 4463 NS,MOTOR,gedung_pusat,pertama,13:44,14:10,0,26,26
,H 3937 JU,MOTOR,gedung_pusat,pertama,13:44,14:33,0,49,49
,H 5340 NJ,MOTOR,gedung_pusat,pertama,13:44,14:12,0,28,28
,H 5624 JQ,MOTOR,gedung_pusat,pertama,13:44,14:34,0,50,50
,AA 2644 KE,MOTOR,gedung_pusat,pertama,13:45,14:45,60,0,60
,H 5124 AWG,MOTOR,gedung_pusat,pertama,13:45,14:27,0,42,42
,G 3324 HI,MOTOR,gedung_pusat,pertama,13:45,14:10,0,25,25
,H 6714 DQ,MOTOR,gedung_pusat,pertama,13:45,15:10,60,25,85
,H 4720 TF,MOTOR,gedung_pusat,pertama,13:46,14:45,0,59,59
,H 3693 CN,MOTOR,gedung_pusat,pertama,13:46,14:59,60,13,73
,H 2472 BDG,MOTOR,gedung_pusat,pertama,13:47,14:59,60,12,72
,H 8402 QP,MOBIL,gedung_pusat,pertama,13:48,15:00,60,12,72
,H 9327 EH,MOTOR,gedung_pusat,pertama,13:50,16:00,120,10,130
,AA 6880 HW,MOTOR,gedung_pusat,pertama,13:50,14:30,0,40,40
,K 5766 ACF,MOTOR,gedung_pusat,pertama,13:50,14:30,0,40,40
,K 2024 CG,MOTOR,gedung_pusat,pertama,13:51,15:30,60,39,99
,K 6187 DM,MOTOR,gedung_pusat,pertama,13:52,14:50,0,58,58
,G 4250 SW,MOTOR,gedung_pusat,pertama,13:54,15:50,60,56,116
,H 3198 AW,MOTOR,gedung_pusat,pertama,13:54,14:20,0,26,26
,K 5567 BE ,MOTOR,gedung_pusat,pertama,13:55,15:20,60,25,85
,K 3182 LG,MOTOR,gedung_pusat,pertama,13:55,14:36,0,41,41
,H 6755 CO,MOTOR,gedung_pusat,pertama,13:55,14:37,0,42,42
,H 3566 QH,MOTOR,gedung_pusat,pertama,13:56,14:37,0,41,41
